ref_date,geo,labour_force_characteristics,uom,value
1978-04,British Columbia,Population,Persons in thousands,1960.3
1978-04,British Columbia,Unemployment rate,Percent,8.5
1978-05,Newfoundland and Labrador,Population,Persons in thousands,381.3
1978-05,Newfoundland and Labrador,Unemployment rate,Percent,17.5
1978-05,Prince Edward Island,Population,Persons in thousands,86.5
1978-05,Prince Edward Island,Unemployment rate,Percent,9
1978-05,Nova Scotia,Population,Persons in thousands,607.2
1978-05,Nova Scotia,Unemployment rate,Percent,11
1978-05,New Brunswick,Population,Persons in thousands,497.8
1978-05,New Brunswick,Unemployment rate,Percent,13.3
1978-05,Ontario,Population,Persons in thousands,6450
1978-05,Ontario,Unemployment rate,Percent,7.3
1978-05,Manitoba,Population,Persons in thousands,754.9
1978-05,Manitoba,Unemployment rate,Percent,6.4
1978-05,Saskatchewan,Population,Persons in thousands,680.1
1978-05,Saskatchewan,Unemployment rate,Percent,4.8
1978-05,Alberta,Population,Persons in thousands,1460.6
1978-05,Alberta,Unemployment rate,Percent,4.2
1978-05,British Columbia,Population,Persons in thousands,1965.3
1978-05,British Columbia,Unemployment rate,Percent,7.9
1978-06,Newfoundland and Labrador,Population,Persons in thousands,381.7
1978-06,Newfoundland and Labrador,Unemployment rate,Percent,14.8
1978-06,Prince Edward Island,Population,Persons in thousands,86.6
1978-06,Prince Edward Island,Unemployment rate,Percent,7.5
1978-06,Nova Scotia,Population,Persons in thousands,608
1978-06,Nova Scotia,Unemployment rate,Percent,9.6
1978-06,New Brunswick,Population,Persons in thousands,498.2
1978-06,New Brunswick,Unemployment rate,Percent,10.5
1978-06,Ontario,Population,Persons in thousands,6459.3
1978-06,Ontario,Unemployment rate,Percent,7.1
1978-06,Manitoba,Population,Persons in thousands,755.2
1978-06,Manitoba,Unemployment rate,Percent,5.4
1978-06,Saskatchewan,Population,Persons in thousands,680.8
1978-06,Saskatchewan,Unemployment rate,Percent,4.1
1978-06,Alberta,Population,Persons in thousands,1466
1978-06,Alberta,Unemployment rate,Percent,3.9
1978-06,British Columbia,Population,Persons in thousands,1969.2
1978-06,British Columbia,Unemployment rate,Percent,7.5
1978-07,Newfoundland and Labrador,Population,Persons in thousands,382.1
1978-07,Newfoundland and Labrador,Unemployment rate,Percent,14.8
1978-07,Prince Edward Island,Population,Persons in thousands,86.7
1978-07,Prince Edward Island,Unemployment rate,Percent,7.7
1978-07,Nova Scotia,Population,Persons in thousands,608.7
1978-07,Nova Scotia,Unemployment rate,Percent,10.6
1978-07,New Brunswick,Population,Persons in thousands,498.7
1978-07,New Brunswick,Unemployment rate,Percent,11.6
1978-07,Ontario,Population,Persons in thousands,6468.2
1978-07,Ontario,Unemployment rate,Percent,7.3
1978-07,Manitoba,Population,Persons in thousands,755.3
1978-07,Manitoba,Unemployment rate,Percent,6.2
1978-07,Saskatchewan,Population,Persons in thousands,681.5
1978-07,Saskatchewan,Unemployment rate,Percent,4.3
1978-07,Alberta,Population,Persons in thousands,1471.2
1978-07,Alberta,Unemployment rate,Percent,4.7
1978-07,British Columbia,Population,Persons in thousands,1973
1978-07,British Columbia,Unemployment rate,Percent,7.6
1978-08,Newfoundland and Labrador,Population,Persons in thousands,382.7
1978-08,Newfoundland and Labrador,Unemployment rate,Percent,13.9
1978-08,Prince Edward Island,Population,Persons in thousands,86.9
1978-08,Prince Edward Island,Unemployment rate,Percent,6.9
1978-08,Nova Scotia,Population,Persons in thousands,609.8
1978-08,Nova Scotia,Unemployment rate,Percent,9.4
1978-08,New Brunswick,Population,Persons in thousands,499.4
1978-08,New Brunswick,Unemployment rate,Percent,11.3
1978-08,Ontario,Population,Persons in thousands,6480.3
1978-08,Ontario,Unemployment rate,Percent,6.6
1978-08,Manitoba,Population,Persons in thousands,755.3
1978-08,Manitoba,Unemployment rate,Percent,5.9
1978-08,Saskatchewan,Population,Persons in thousands,682.4
1978-08,Saskatchewan,Unemployment rate,Percent,4.2
1978-08,Alberta,Population,Persons in thousands,1478.8
1978-08,Alberta,Unemployment rate,Percent,4.6
1978-08,British Columbia,Population,Persons in thousands,1978.7
1978-08,British Columbia,Unemployment rate,Percent,7.9
1978-09,Newfoundland and Labrador,Population,Persons in thousands,383.2
1978-09,Newfoundland and Labrador,Unemployment rate,Percent,13.7
1978-09,Prince Edward Island,Population,Persons in thousands,87
1978-09,Prince Edward Island,Unemployment rate,Percent,7.8
1978-09,Nova Scotia,Population,Persons in thousands,610.7
1978-09,Nova Scotia,Unemployment rate,Percent,9.1
1978-09,New Brunswick,Population,Persons in thousands,500.1
1978-09,New Brunswick,Unemployment rate,Percent,10.4
1978-09,Ontario,Population,Persons in thousands,6489.9
1978-09,Ontario,Unemployment rate,Percent,6.7
1978-09,Manitoba,Population,Persons in thousands,755.3
1978-09,Manitoba,Unemployment rate,Percent,6.4
1978-09,Saskatchewan,Population,Persons in thousands,683
1978-09,Saskatchewan,Unemployment rate,Percent,3.6
1978-09,Alberta,Population,Persons in thousands,1484.5
1978-09,Alberta,Unemployment rate,Percent,4.5
1978-09,British Columbia,Population,Persons in thousands,1983.3
1978-09,British Columbia,Unemployment rate,Percent,7.1
1978-10,Newfoundland and Labrador,Population,Persons in thousands,383.8
1978-10,Newfoundland and Labrador,Unemployment rate,Percent,13.5
1978-10,Prince Edward Island,Population,Persons in thousands,87.2
1978-10,Prince Edward Island,Unemployment rate,Percent,8
1978-10,Nova Scotia,Population,Persons in thousands,611.6
1978-10,Nova Scotia,Unemployment rate,Percent,9.1
1978-10,New Brunswick,Population,Persons in thousands,500.7
1978-10,New Brunswick,Unemployment rate,Percent,10.5
1978-10,Ontario,Population,Persons in thousands,6499.1
1978-10,Ontario,Unemployment rate,Percent,6.2
1978-10,Manitoba,Population,Persons in thousands,755.4
1978-10,Manitoba,Unemployment rate,Percent,5.4
1978-10,Saskatchewan,Population,Persons in thousands,683.8
1978-10,Saskatchewan,Unemployment rate,Percent,3.5
1978-10,Alberta,Population,Persons in thousands,1489.8
1978-10,Alberta,Unemployment rate,Percent,4.1
1978-10,British Columbia,Population,Persons in thousands,1987.8
1978-10,British Columbia,Unemployment rate,Percent,7.5
1978-11,Newfoundland and Labrador,Population,Persons in thousands,384.4
1978-11,Newfoundland and Labrador,Unemployment rate,Percent,14.7
1978-11,Prince Edward Island,Population,Persons in thousands,87.3
1978-11,Prince Edward Island,Unemployment rate,Percent,10.4
1978-11,Nova Scotia,Population,Persons in thousands,612.2
1978-11,Nova Scotia,Unemployment rate,Percent,9.5
1978-11,New Brunswick,Population,Persons in thousands,501.5
1978-11,New Brunswick,Unemployment rate,Percent,10.9
1978-11,Ontario,Population,Persons in thousands,6507.6
1978-11,Ontario,Unemployment rate,Percent,6.7
1978-11,Manitoba,Population,Persons in thousands,755.5
1978-11,Manitoba,Unemployment rate,Percent,6.2
1978-11,Saskatchewan,Population,Persons in thousands,684.5
1978-11,Saskatchewan,Unemployment rate,Percent,4
1978-11,Alberta,Population,Persons in thousands,1495.1
1978-11,Alberta,Unemployment rate,Percent,4.5
1978-11,British Columbia,Population,Persons in thousands,1992.2
1978-11,British Columbia,Unemployment rate,Percent,8.5
1978-12,Newfoundland and Labrador,Population,Persons in thousands,384.9
1978-12,Newfoundland and Labrador,Unemployment rate,Percent,16.2
1978-12,Prince Edward Island,Population,Persons in thousands,87.4
1978-12,Prince Edward Island,Unemployment rate,Percent,11.4
1978-12,Nova Scotia,Population,Persons in thousands,613
1978-12,Nova Scotia,Unemployment rate,Percent,9.8
1978-12,New Brunswick,Population,Persons in thousands,501.9
1978-12,New Brunswick,Unemployment rate,Percent,11.6
1978-12,Ontario,Population,Persons in thousands,6516.2
1978-12,Ontario,Unemployment rate,Percent,6.9
1978-12,Manitoba,Population,Persons in thousands,755.6
1978-12,Manitoba,Unemployment rate,Percent,6.3
1978-12,Saskatchewan,Population,Persons in thousands,685.2
1978-12,Saskatchewan,Unemployment rate,Percent,4.8
1978-12,Alberta,Population,Persons in thousands,1500.1
1978-12,Alberta,Unemployment rate,Percent,4
1978-12,British Columbia,Population,Persons in thousands,1996.3
1978-12,British Columbia,Unemployment rate,Percent,8.6
1979-01,Newfoundland and Labrador,Population,Persons in thousands,385.4
1979-01,Newfoundland and Labrador,Unemployment rate,Percent,19.1
1979-01,Prince Edward Island,Population,Persons in thousands,87.6
1979-01,Prince Edward Island,Unemployment rate,Percent,13
1979-01,Nova Scotia,Population,Persons in thousands,614
1979-01,Nova Scotia,Unemployment rate,Percent,12.5
1979-01,New Brunswick,Population,Persons in thousands,502.7
1979-01,New Brunswick,Unemployment rate,Percent,12.6
1979-01,Ontario,Population,Persons in thousands,6526.6
1979-01,Ontario,Unemployment rate,Percent,7.8
1979-01,Manitoba,Population,Persons in thousands,756.1
1979-01,Manitoba,Unemployment rate,Percent,7.3
1979-01,Saskatchewan,Population,Persons in thousands,686.1
1979-01,Saskatchewan,Unemployment rate,Percent,6
1979-01,Alberta,Population,Persons in thousands,1506.1
1979-01,Alberta,Unemployment rate,Percent,4.9
1979-01,British Columbia,Population,Persons in thousands,2000.7
1979-01,British Columbia,Unemployment rate,Percent,9.5
1979-02,Newfoundland and Labrador,Population,Persons in thousands,385.9
1979-02,Newfoundland and Labrador,Unemployment rate,Percent,18.4
1979-02,Prince Edward Island,Population,Persons in thousands,87.8
1979-02,Prince Edward Island,Unemployment rate,Percent,14.1
1979-02,Nova Scotia,Population,Persons in thousands,614.9
1979-02,Nova Scotia,Unemployment rate,Percent,11.4
1979-02,New Brunswick,Population,Persons in thousands,503.4
1979-02,New Brunswick,Unemployment rate,Percent,12.8
1979-02,Ontario,Population,Persons in thousands,6537
1979-02,Ontario,Unemployment rate,Percent,7.6
1979-02,Manitoba,Population,Persons in thousands,756.6
1979-02,Manitoba,Unemployment rate,Percent,7.3
1979-02,Saskatchewan,Population,Persons in thousands,687.2
1979-02,Saskatchewan,Unemployment rate,Percent,5.8
1979-02,Alberta,Population,Persons in thousands,1512.1
1979-02,Alberta,Unemployment rate,Percent,5.1
1979-02,British Columbia,Population,Persons in thousands,2004.7
1979-02,British Columbia,Unemployment rate,Percent,9.6
1979-03,Newfoundland and Labrador,Population,Persons in thousands,386.2
1979-03,Newfoundland and Labrador,Unemployment rate,Percent,19.1
1979-03,Prince Edward Island,Population,Persons in thousands,87.9
1979-03,Prince Edward Island,Unemployment rate,Percent,15.4
1979-03,Nova Scotia,Population,Persons in thousands,615.7
1979-03,Nova Scotia,Unemployment rate,Percent,12.3
1979-03,New Brunswick,Population,Persons in thousands,504.1
1979-03,New Brunswick,Unemployment rate,Percent,13.9
1979-03,Ontario,Population,Persons in thousands,6545.5
1979-03,Ontario,Unemployment rate,Percent,7.7
1979-03,Manitoba,Population,Persons in thousands,756.9
1979-03,Manitoba,Unemployment rate,Percent,6.7
1979-03,Saskatchewan,Population,Persons in thousands,687.9
1979-03,Saskatchewan,Unemployment rate,Percent,5.7
1979-03,Alberta,Population,Persons in thousands,1517
1979-03,Alberta,Unemployment rate,Percent,4.6
1979-03,British Columbia,Population,Persons in thousands,2008.2
1979-03,British Columbia,Unemployment rate,Percent,8.7
1979-04,Newfoundland and Labrador,Population,Persons in thousands,386.9
1979-04,Newfoundland and Labrador,Unemployment rate,Percent,17.7
1979-04,Prince Edward Island,Population,Persons in thousands,88.2
1979-04,Prince Edward Island,Unemployment rate,Percent,16.7
1979-04,Nova Scotia,Population,Persons in thousands,616.5
1979-04,Nova Scotia,Unemployment rate,Percent,12.3
1979-04,New Brunswick,Population,Persons in thousands,504.8
1979-04,New Brunswick,Unemployment rate,Percent,14.2
1979-04,Ontario,Population,Persons in thousands,6556.5
1979-04,Ontario,Unemployment rate,Percent,7.3
1979-04,Manitoba,Population,Persons in thousands,757.4
1979-04,Manitoba,Unemployment rate,Percent,6.9
1979-04,Saskatchewan,Population,Persons in thousands,689
1979-04,Saskatchewan,Unemployment rate,Percent,5.4
1979-04,Alberta,Population,Persons in thousands,1523.2
1979-04,Alberta,Unemployment rate,Percent,5.1
1979-04,British Columbia,Population,Persons in thousands,2012.7
1979-04,British Columbia,Unemployment rate,Percent,9
1979-05,Newfoundland and Labrador,Population,Persons in thousands,387.5
1979-05,Newfoundland and Labrador,Unemployment rate,Percent,16.5
1979-05,Prince Edward Island,Population,Persons in thousands,88.4
1979-05,Prince Edward Island,Unemployment rate,Percent,10.9
1979-05,Nova Scotia,Population,Persons in thousands,617.1
1979-05,Nova Scotia,Unemployment rate,Percent,9.2
1979-05,New Brunswick,Population,Persons in thousands,505.5
1979-05,New Brunswick,Unemployment rate,Percent,11.1
1979-05,Ontario,Population,Persons in thousands,6565.4
1979-05,Ontario,Unemployment rate,Percent,6.6
1979-05,Manitoba,Population,Persons in thousands,757.8
1979-05,Manitoba,Unemployment rate,Percent,6
1979-05,Saskatchewan,Population,Persons in thousands,689.9
1979-05,Saskatchewan,Unemployment rate,Percent,4.3
1979-05,Alberta,Population,Persons in thousands,1528.3
1979-05,Alberta,Unemployment rate,Percent,3.8
1979-05,British Columbia,Population,Persons in thousands,2016.4
1979-05,British Columbia,Unemployment rate,Percent,8
1979-06,Newfoundland and Labrador,Population,Persons in thousands,388.2
1979-06,Newfoundland and Labrador,Unemployment rate,Percent,13.5
1979-06,Prince Edward Island,Population,Persons in thousands,88.5
1979-06,Prince Edward Island,Unemployment rate,Percent,9.8
1979-06,Nova Scotia,Population,Persons in thousands,617.8
1979-06,Nova Scotia,Unemployment rate,Percent,7.5
1979-06,New Brunswick,Population,Persons in thousands,506
1979-06,New Brunswick,Unemployment rate,Percent,9.5
1979-06,Ontario,Population,Persons in thousands,6574.3
1979-06,Ontario,Unemployment rate,Percent,6.5
1979-06,Manitoba,Population,Persons in thousands,758
1979-06,Manitoba,Unemployment rate,Percent,4.3
1979-06,Saskatchewan,Population,Persons in thousands,690.7
1979-06,Saskatchewan,Unemployment rate,Percent,3.3
1979-06,Alberta,Population,Persons in thousands,1533.9
1979-06,Alberta,Unemployment rate,Percent,3.3
1979-06,British Columbia,Population,Persons in thousands,2021.2
1979-06,British Columbia,Unemployment rate,Percent,7.3
1979-07,Newfoundland and Labrador,Population,Persons in thousands,388.9
1979-07,Newfoundland and Labrador,Unemployment rate,Percent,12.4
1979-07,Prince Edward Island,Population,Persons in thousands,88.7
1979-07,Prince Edward Island,Unemployment rate,Percent,8.8
1979-07,Nova Scotia,Population,Persons in thousands,618.6
1979-07,Nova Scotia,Unemployment rate,Percent,8.8
1979-07,New Brunswick,Population,Persons in thousands,506.7
1979-07,New Brunswick,Unemployment rate,Percent,9.8
1979-07,Ontario,Population,Persons in thousands,6584.8
1979-07,Ontario,Unemployment rate,Percent,6.3
1979-07,Manitoba,Population,Persons in thousands,758
1979-07,Manitoba,Unemployment rate,Percent,5.1
1979-07,Saskatchewan,Population,Persons in thousands,691.6
1979-07,Saskatchewan,Unemployment rate,Percent,3.4
1979-07,Alberta,Population,Persons in thousands,1541
1979-07,Alberta,Unemployment rate,Percent,3.6
1979-07,British Columbia,Population,Persons in thousands,2027.4
1979-07,British Columbia,Unemployment rate,Percent,7
1979-08,Newfoundland and Labrador,Population,Persons in thousands,389.8
1979-08,Newfoundland and Labrador,Unemployment rate,Percent,11.3
1979-08,Prince Edward Island,Population,Persons in thousands,88.7
1979-08,Prince Edward Island,Unemployment rate,Percent,8.9
1979-08,Nova Scotia,Population,Persons in thousands,619.3
1979-08,Nova Scotia,Unemployment rate,Percent,9.1
1979-08,New Brunswick,Population,Persons in thousands,507.4
1979-08,New Brunswick,Unemployment rate,Percent,10
1979-08,Ontario,Population,Persons in thousands,6593.7
1979-08,Ontario,Unemployment rate,Percent,6
1979-08,Manitoba,Population,Persons in thousands,757.8
1979-08,Manitoba,Unemployment rate,Percent,4.8
1979-08,Saskatchewan,Population,Persons in thousands,692.3
1979-08,Saskatchewan,Unemployment rate,Percent,3.1
1979-08,Alberta,Population,Persons in thousands,1547.4
1979-08,Alberta,Unemployment rate,Percent,3.7
1979-08,British Columbia,Population,Persons in thousands,2033.5
1979-08,British Columbia,Unemployment rate,Percent,6.9
1979-09,Newfoundland and Labrador,Population,Persons in thousands,390.4
1979-09,Newfoundland and Labrador,Unemployment rate,Percent,11.1
1979-09,Prince Edward Island,Population,Persons in thousands,88.9
1979-09,Prince Edward Island,Unemployment rate,Percent,9
1979-09,Nova Scotia,Population,Persons in thousands,620.1
1979-09,Nova Scotia,Unemployment rate,Percent,8.8
1979-09,New Brunswick,Population,Persons in thousands,507.9
